,Parcel ID,Property address
5599,442-46-004,"2830 Julio Av San Jose, CA 95124"
5600,442-46-006,"2810 Julio Av San Jose, CA 95124"
5601,442-46-007,"2800 Julio Av San Jose, CA 95124"
5602,442-46-008,"2790 Julio Av San Jose, CA 95124"
5603,442-46-010,"1748 Balsa Av San Jose, CA 95124"
5604,442-46-011,"1744 Balsa Av San Jose, CA 95124"
5605,442-46-012,"1740 Balsa Av San Jose, CA 95124"
5606,442-46-013,"1736 Balsa Av San Jose, CA 95124"
5607,442-46-015,"2779 Dumbarton Av San Jose, CA 95124"
5608,442-46-016,"1733 Willow Creek Dr San Jose, CA 95124"
5609,442-46-018,"1737 Willow Creek Dr San Jose, CA 95124"
5610,442-46-019,"1739 Willow Creek CT San Jose, CA 95124"
5611,442-46-020,"1741 Willow Creek CT San Jose, CA 95124"
5612,442-46-022,"1745 Willow Creek CT San Jose, CA 95124"
5613,442-46-023,"1750 Willow Creek CT San Jose, CA 95124"
5614,442-46-024,"1746 Willow Creek CT San Jose, CA 95124"
5615,442-46-030,"2825 LA Rhee Dr San Jose, CA 95124"
5616,442-46-032,"2838 LA Rhee Dr San Jose, CA 95124"
5617,442-46-033,"2834 LA Rhee Dr San Jose, CA 95124"
5618,442-46-034,"2826 LA Rhee Dr San Jose, CA 95124"
5619,442-46-035,"2818 LA Rhee Dr San Jose, CA 95124"
5620,442-46-036,"2810 LA Rhee Dr San Jose, CA 95124"
5621,442-46-042,"2799 Lena Dr San Jose, CA 95124"
5622,442-46-043,"2840 LA Rhee Dr San Jose, CA 95124"
5623,442-46-046,"1717 Grizilo Dr San Jose, CA 95124"
5624,442-46-047,"1719 Grizilo Dr San Jose, CA 95124"
5625,442-46-050,"1727 Grizilo Dr San Jose, CA 95124"
5626,442-47-002,"2827 Julio Av San Jose, CA 95124"
5627,442-47-008,"2947 Julio Av San Jose, CA 95124"
5628,442-47-009,"2961 Julio Av San Jose, CA 95124"
5629,442-47-012,"2995 Julio Av San Jose, CA 95124"
5630,442-47-013,"1745 Foxworthy Av San Jose, CA 95124"
5631,442-47-014,"2990 Kilo Av San Jose, CA 95124"
5632,442-47-015,"2976 Kilo Av San Jose, CA 95124"
5633,442-47-016,"2962 Kilo Av San Jose, CA 95124"
5634,442-47-018,"2934 Kilo Av San Jose, CA 95124"
5635,442-47-019,"2920 Kilo Av San Jose, CA 95124"
5636,442-47-020,"2906 Kilo Av San Jose, CA 95124"
5637,442-47-022,"2878 Kilo Av San Jose, CA 95124"
5638,442-47-026,"1753 Urna Av San Jose, CA 95124"
5639,442-47-027,"1755 Urna Av San Jose, CA 95124"
5640,442-47-028,"1757 Urna Av San Jose, CA 95124"
5641,442-47-029,"1761 Urna Av San Jose, CA 95124"
5642,442-47-030,"1765 Urna Av San Jose, CA 95124"
5643,442-47-035,"2905 Kilo Av San Jose, CA 95124"
5644,442-47-036,"2917 Kilo Av San Jose, CA 95124"
5645,442-47-037,"2931 Kilo Av San Jose, CA 95124"
5646,442-47-038,"2943 Kilo Av San Jose, CA 95124"
5647,442-47-039,"2957 Kilo Av San Jose, CA 95124"
5648,442-47-044,"2988 Manda Dr San Jose, CA 95124"
5649,442-47-045,"2978 Manda Dr San Jose, CA 95124"
5650,442-47-052,"2904 Manda Dr San Jose, CA 95124"
5651,442-47-053,"2894 Manda Dr San Jose, CA 95124"
5652,442-47-056,"2862 Manda Dr San Jose, CA 95124"
5653,442-39-031,"2821 LA Jolla Av San Jose, CA 95124"
5654,442-47-061,"1764 Wema WY San Jose, CA 95124"
5655,442-47-062,"1762 Wema WY San Jose, CA 95124"
5656,442-47-063,"1758 Wema WY San Jose, CA 95124"
5657,442-47-064,"1754 Wema WY San Jose, CA 95124"
5658,442-48-001,"1786 Wema WY San Jose, CA 95124"
5659,442-48-002,"2861 Manda Dr San Jose, CA 95124"
5660,442-48-003,"2873 Manda Dr San Jose, CA 95124"
5661,442-48-007,"2915 Manda Dr San Jose, CA 95124"
5662,442-48-008,"2925 Manda Dr San Jose, CA 95124"
5663,442-48-012,"2967 Manda Dr San Jose, CA 95124"
5664,442-48-015,"1767 Foxworthy Av San Jose, CA 95124"
5665,442-48-016,"2992 Quinto WY San Jose, CA 95124"
5666,442-48-017,"2982 Quinto WY San Jose, CA 95124"
5667,442-48-018,"2970 Quinto WY San Jose, CA 95124"
5668,442-48-019,"2958 Quinto WY San Jose, CA 95124"
5669,442-48-021,"2932 Quinto WY San Jose, CA 95124"
5670,442-48-023,"2910 Quinto WY San Jose, CA 95124"
5671,442-47-058,"1772 Wema WY San Jose, CA 95124"
5672,442-48-026,"2876 Quinto WY San Jose, CA 95124"
5673,442-48-032,"1784 Balsa Av San Jose, CA 95124"
5674,442-48-033,"1782 Balsa Av San Jose, CA 95124"
5675,442-48-034,"1780 Balsa Av San Jose, CA 95124"
5676,442-48-036,"1774 Balsa Av San Jose, CA 95124"
5677,442-48-039,"1768 Balsa Av San Jose, CA 95124"
5678,442-48-045,"1757 Wema WY San Jose, CA 95124"
5679,442-48-046,"1759 Wema WY San Jose, CA 95124"
5680,442-48-056,"1787 Wema WY San Jose, CA 95124"
5681,442-49-002,"2823 Quinto WY San Jose, CA 95124"
5682,442-49-003,"2833 Quinto WY San Jose, CA 95124"
5683,442-49-004,"2843 Quinto WY San Jose, CA 95124"
5684,442-49-005,"2851 Quinto WY San Jose, CA 95124"
5685,442-49-006,"2863 Quinto WY San Jose, CA 95124"
5686,442-49-007,"2875 Quinto WY San Jose, CA 95124"
5687,442-49-008,"2885 Quinto WY San Jose, CA 95124"
5688,442-49-010,"2907 Quinto WY San Jose, CA 95124"
5689,442-49-011,"2917 Quinto WY San Jose, CA 95124"
5690,442-49-012,"2929 Quinto WY San Jose, CA 95124"
5691,442-49-013,"2941 Quinto WY San Jose, CA 95124"
5692,442-49-014,"2953 Quinto WY San Jose, CA 95124"
5693,442-49-015,"2965 Quinto WY San Jose, CA 95124"
5694,442-49-019,"1779 Foxworthy Av San Jose, CA 95124"
5695,442-49-022,"1795 Foxworthy Av San Jose, CA 95124"
5696,442-49-023,"1799 Foxworthy Av San Jose, CA 95124"
5697,442-49-024,"1801 Foxworthy Av San Jose, CA 95124"
5698,442-49-025,"1803 Foxworthy Av San Jose, CA 95124"
5699,442-49-026,"1805 Foxworthy Av San Jose, CA 95124"
5700,442-49-028,"1810 Valla Dr San Jose, CA 95124"
5701,442-48-025,"2886 Quinto WY San Jose, CA 95124"
5702,442-49-032,"1798 Valla Dr San Jose, CA 95124"
5703,442-49-033,"1794 Valla Dr San Jose, CA 95124"
5704,442-49-042,"2922 Custer Dr San Jose, CA 95124"
5705,442-49-044,"2902 Custer Dr San Jose, CA 95124"
5706,442-49-045,"2892 Custer Dr San Jose, CA 95124"
5707,442-49-046,"2880 Custer Dr San Jose, CA 95124"
5708,442-49-047,"2870 Custer Dr San Jose, CA 95124"
5709,442-49-049,"2848 Custer Dr San Jose, CA 95124"
5710,442-49-050,"2836 Custer Dr San Jose, CA 95124"
5711,446-01-006,"2868 Aragon WY San Jose, CA 95125"
5712,446-01-007,"2860 Aragon WY San Jose, CA 95125"
5713,446-01-008,"2852 Aragon WY San Jose, CA 95125"
5714,446-01-009,"2901 Hidalgo CT San Jose, CA 95125"
5715,446-01-017,"2918 Hidalgo CT San Jose, CA 95125"
5716,446-01-020,"1624 Koch Ln San Jose, CA 95125"
5717,446-01-022,"1620 Koch Ln San Jose, CA 95125"
5718,446-01-023,"1618 Koch Ln San Jose, CA 95125"
5719,446-01-024,"1616 Koch Ln San Jose, CA 95125"
5720,446-01-025,"1614 Koch Ln San Jose, CA 95125"
5721,442-49-029,"1808 Valla Dr San Jose, CA 95124"
5722,446-01-030,"1604 Koch Ln San Jose, CA 95125"
5723,446-01-044,"2994 Woodgate CT San Jose, CA 95125"
5724,446-01-045,"2984 Woodgate CT San Jose, CA 95125"
5725,446-01-046,"2976 Woodgate CT San Jose, CA 95118"
5726,446-01-047,"2968 Woodgate CT, unit A San Jose, CA 95118"
5727,446-01-048,"2960 Woodgate CT San Jose, CA 95125"
5728,446-01-049,"2969 Woodgate CT San Jose, CA 95125"
5729,446-01-053,"1617 Foxworthy Av San Jose, CA 95118"
5730,446-01-057,"1625 Foxworthy Av San Jose, CA 95118"
5731,446-01-058,"1627 Foxworthy Av San Jose, CA 95118"
5732,446-01-061,"1629 Foxworthy Av San Jose, CA 95118"
5733,446-01-062,"1631 Foxworthy Av San Jose, CA 95118"
5734,446-02-001,"2654 Meridian Av San Jose, CA 95124"
5735,446-02-003,"2671 Aragon WY San Jose, CA 95125"
5736,446-02-004,"2687 Aragon WY San Jose, CA 95125"
5737,446-02-006,"2719 Aragon WY San Jose, CA 95125"
5738,446-02-008,"2751 Aragon WY San Jose, CA 95125"
5739,446-02-009,"2767 Aragon WY San Jose, CA 95125"
5740,446-02-012,"2817 Aragon WY San Jose, CA 95125"
5741,446-02-014,"2843 Aragon WY San Jose, CA 95125"
5742,446-02-016,"1666 Trona WY San Jose, CA 95125"
5743,446-02-017,"1664 Trona WY San Jose, CA 95125"
5744,446-02-019,"1660 Trona WY San Jose, CA 95125"
5745,446-02-021,"1656 Trona WY San Jose, CA 95125"
5746,446-02-022,"1654 Trona WY San Jose, CA 95125"
5747,446-02-024,"1650 Trona WY San Jose, CA 95125"
5748,446-02-025,"1648 Trona WY San Jose, CA 95125"
5749,446-02-026,"1646 Trona WY San Jose, CA 95125"
5750,446-02-028,"1642 Trona WY San Jose, CA 95125"
5751,446-02-029,"1640 Trona WY San Jose, CA 95125"
5752,446-02-030,"1638 Trona WY San Jose, CA 95125"
5753,446-02-036,"1607 Koch Ln San Jose, CA 95125"
5754,446-02-037,"1609 Koch Ln San Jose, CA 95125"
5755,446-02-041,"1619 Koch Ln San Jose, CA 95125"
5756,446-02-042,"1621 Koch Ln San Jose, CA 95125"
5757,446-02-044,"1625 Koch Ln San Jose, CA 95125"
5758,446-02-050,"2847 Aragon WY San Jose, CA 95125"
5759,446-02-051,"1659 Koch Ln San Jose, CA 95125"
5760,446-02-052,"2902 Meridian Av San Jose, CA 95124"
5761,446-02-053,"2852 Meridian Av San Jose, CA 95124"
5762,446-02-054,"2804 Meridian Av San Jose, CA 95124"
5763,446-02-055,"2772 Meridian Av San Jose, CA 95124"
5764,446-02-056,"2760 Meridian Av San Jose, CA 95124"
5765,446-02-057,"2754 Meridian Av San Jose, CA 95124"
5766,446-02-061,"2714 Meridian Av San Jose, CA 95124"
5767,446-03-001,"2580 Meridian Av San Jose, CA 95124"
5768,446-03-003,"1692 Andalusia WY San Jose, CA 95125"
5769,446-03-004,"1690 Andalusia WY San Jose, CA 95125"
5770,446-03-005,"1688 Andalusia WY San Jose, CA 95125"
5771,446-03-006,"1686 Andalusia WY San Jose, CA 95125"
5772,446-03-007,"2591 Aragon CT San Jose, CA 95125"
5773,446-03-009,"2595 Aragon CT San Jose, CA 95125"
5774,446-03-010,"2597 Aragon CT San Jose, CA 95125"
5775,446-03-013,"2607 Aragon WY San Jose, CA 95125"
5776,446-03-021,"2644 Aragon WY San Jose, CA 95125"
5777,446-03-024,"2628 Aragon WY San Jose, CA 95125"
5778,446-03-026,"2614 Aragon WY San Jose, CA 95125"
5779,446-03-027,"2610 Aragon WY San Jose, CA 95125"
5780,446-03-031,"2594 Aragon WY San Jose, CA 95125"
5781,446-03-032,"2590 Aragon WY San Jose, CA 95125"
5782,446-03-036,"2585 Malaga Dr San Jose, CA 95125"
5783,446-03-039,"2597 Malaga Dr San Jose, CA 95125"
5784,446-03-040,"2601 Malaga Dr San Jose, CA 95125"
5785,446-03-043,"2617 Malaga Dr San Jose, CA 95125"
5786,446-03-044,"2623 Malaga Dr San Jose, CA 95125"
5787,446-03-045,"2629 Malaga Dr San Jose, CA 95125"
5788,446-03-046,"2635 Malaga Dr San Jose, CA 95125"
5789,446-03-047,"2641 Malaga Dr San Jose, CA 95125"
5790,446-03-048,"2645 Malaga Dr San Jose, CA 95125"
5791,446-03-049,"2648 Aragon WY San Jose, CA 95125"
5792,446-03-050,"2647 Aragon WY San Jose, CA 95125"
5793,446-03-053,"2634 Meridian Av San Jose, CA 95124"
5794,446-03-054,"2630 Meridian Av San Jose, CA 95124"
5795,446-03-057,"2618 Meridian Av San Jose, CA 95124"
5796,446-03-058,"2614 Meridian Av San Jose, CA 95124"
5797,446-03-059,"2610 Meridian Av San Jose, CA 95124"
5798,446-03-060,"2606 Meridian Av San Jose, CA 95124"
5799,446-03-061,"2602 Meridian Av San Jose, CA 95124"
5800,446-03-062,"2598 Meridian Av San Jose, CA 95124"
5801,446-03-064,"2592 Meridian Av San Jose, CA 95124"
5802,446-03-065,"2588 Meridian Av San Jose, CA 95124"
5803,446-04-001,"1724 Morocco Dr San Jose, CA 95125"
5804,446-04-002,"1720 Morocco Dr San Jose, CA 95125"
5805,446-04-008,"1704 Morocco Dr San Jose, CA 95125"
5806,446-04-012,"1697 Catalonia WY San Jose, CA 95125"
5807,446-04-013,"1699 Catalonia WY San Jose, CA 95125"
5808,446-04-014,"2455 Cordoba WY San Jose, CA 95125"
5809,446-04-015,"2461 Cordoba WY San Jose, CA 95125"
5810,446-04-016,"2469 Cordoba WY San Jose, CA 95125"
5811,446-04-018,"2489 Cordoba WY San Jose, CA 95125"
5812,446-04-020,"2513 Cordoba WY San Jose, CA 95125"
5813,446-04-021,"2525 Cordoba WY San Jose, CA 95125"
5814,446-04-023,"2549 Cordoba WY San Jose, CA 95125"
5815,446-04-025,"2566 Cordoba WY San Jose, CA 95125"
5816,446-04-032,"2482 Cordoba WY San Jose, CA 95125"
5817,446-04-033,"2472 Cordoba WY San Jose, CA 95125"
5818,446-04-034,"2464 Cordoba WY San Jose, CA 95125"
5819,446-04-035,"2475 Aragon WY San Jose, CA 95125"
5820,446-04-036,"2479 Aragon WY San Jose, CA 95125"
5821,446-04-037,"2483 Aragon WY San Jose, CA 95125"
5822,446-04-038,"2495 Aragon WY San Jose, CA 95125"
5823,446-04-039,"2505 Aragon WY San Jose, CA 95125"
5824,446-04-041,"2527 Aragon WY San Jose, CA 95125"
5825,446-04-043,"2549 Aragon WY San Jose, CA 95125"
5826,446-04-046,"2572 Cordoba WY San Jose, CA 95125"
5827,446-04-049,"2562 Meridian Av San Jose, CA 95124"
5828,446-04-050,"2550 Meridian Av San Jose, CA 95124"
5829,446-04-052,"2526 Meridian Av San Jose, CA 95124"
5830,446-04-054,"2502 Meridian Av San Jose, CA 95124"
5831,446-04-056,"2478 Meridian Av San Jose, CA 95124"
5832,446-05-009,"2365 LA Mirada Dr San Jose, CA 95125"
5833,446-05-012,"1679 Morocco Dr San Jose, CA 95125"
5834,446-05-013,"1683 Morocco Dr San Jose, CA 95125"
5835,446-05-014,"1687 Morocco Dr San Jose, CA 95125"
5836,446-05-017,"1697 Morocco Dr San Jose, CA 95125"
5837,446-05-018,"1699 Morocco Dr San Jose, CA 95125"
5838,446-05-019,"1701 Morocco Dr San Jose, CA 95125"
5839,446-05-020,"1703 Morocco Dr San Jose, CA 95125"
5840,446-05-021,"1705 Morocco Dr San Jose, CA 95125"
5841,446-05-022,"1709 Morocco Dr San Jose, CA 95125"
5842,446-05-023,"1711 Morocco Dr San Jose, CA 95125"
5843,446-05-024,"1715 Morocco Dr San Jose, CA 95125"
5844,446-05-026,"1721 Morocco Dr San Jose, CA 95125"
5845,446-05-027,"1723 Morocco Dr San Jose, CA 95125"
5846,446-06-001,"2211 Gundersen Dr San Jose, CA 95125"
5847,446-06-003,"2237 Gundersen Dr San Jose, CA 95125"
5848,446-06-004,"2249 Gundersen Dr San Jose, CA 95125"
5849,446-06-006,"2267 Gundersen Dr San Jose, CA 95125"
5850,446-06-009,"2303 Gundersen Dr San Jose, CA 95125"
5851,446-06-010,"2307 Gundersen Dr San Jose, CA 95125"
5852,446-06-012,"2347 Gundersen Dr San Jose, CA 95125"
5853,446-06-014,"2387 Gundersen Dr San Jose, CA 95125"
5854,446-06-016,"2384 Meridian Av San Jose, CA 95124"
5855,446-06-017,"2366 Meridian Av San Jose, CA 95124"
5856,446-06-020,"2322 Meridian Av San Jose, CA 95124"
5857,446-06-024,"2298 Meridian Av San Jose, CA 95124"
5858,446-06-025,"2286 Meridian Av San Jose, CA 95124"
5859,446-06-026,"2274 Meridian Av San Jose, CA 95124"
5860,446-06-027,"2260 Meridian Av San Jose, CA 95124"
5861,446-06-028,"2248 Meridian Av San Jose, CA 95124"
5862,446-07-003,"1734 Dry Creek Rd San Jose, CA 95125"
5863,446-07-011,"2042 Park Royal Dr San Jose, CA 95125"
5864,446-07-013,"2028 Park Royal Dr San Jose, CA 95125"
5865,446-07-014,"2022 Park Royal Dr San Jose, CA 95125"
5866,446-07-015,"2018 Park Royal Dr San Jose, CA 95125"
5867,446-07-016,"2012 Park Royal Dr San Jose, CA 95125"
5868,446-07-018,"2017 Park Royal Dr San Jose, CA 95125"
5869,446-07-022,"2033 Park Royal Dr San Jose, CA 95125"
5870,446-07-024,"1741 Dorrance Dr San Jose, CA 95125"
5871,446-07-026,"1745 Dorrance Dr San Jose, CA 95125"
5872,446-07-027,"1747 Dorrance Dr San Jose, CA 95125"
5873,446-07-028,"1749 Dorrance Dr San Jose, CA 95125"
5874,446-07-032,"1978 Sycamore Glen San Jose, CA 95125"
5875,446-07-035,"1962 Sycamore Glen San Jose, CA 95125"
5876,446-01-027,"1610 Koch Ln San Jose, CA 95125"
5877,446-07-038,"1728 Dry Creek Rd San Jose, CA 95125"
5878,446-07-039,"1724 Dry Creek Rd San Jose, CA 95125"
5879,446-07-040,"1720 Dry Creek Rd San Jose, CA 95125"
5880,446-07-044,"1935 Margot Pl San Jose, CA 95125"
5881,446-07-045,"1949 Margot Pl San Jose, CA 95125"
5882,446-07-046,"1963 Margot Pl San Jose, CA 95125"
5883,446-07-047,"1977 Margot Pl San Jose, CA 95125"
5884,446-07-051,"1984 Dorrance CT San Jose, CA 95125"
5885,446-07-052,"1980 Dorrance CT San Jose, CA 95125"
5886,446-07-055,"1960 Dorrance CT San Jose, CA 95125"
5887,446-07-037,"1952 Sycamore Glen San Jose, CA 95125"
5888,446-07-059,"1959 Dorrance CT San Jose, CA 95125"
5889,446-07-063,"1723 Dorrance Dr San Jose, CA 95125"
5890,446-08-001,"1742 Dorrance Dr San Jose, CA 95125"
5891,446-08-005,"1732 Dorrance Dr San Jose, CA 95125"
5892,446-08-007,"1728 Dorrance Dr San Jose, CA 95125"
5893,446-08-009,"1724 Dorrance Dr San Jose, CA 95125"
5894,446-08-011,"1720 Dorrance Dr San Jose, CA 95125"
5895,446-08-012,"1718 Dorrance Dr San Jose, CA 95125"
5896,446-08-013,"1716 Dorrance Dr San Jose, CA 95125"
5897,446-08-014,"1712 Dorrance Dr San Jose, CA 95125"
5898,446-08-018,"1969 Georgetta Dr San Jose, CA 95125"
5899,446-08-021,"2133 Briarwood Dr San Jose, CA 95125"
5900,446-08-022,"2139 Briarwood Dr San Jose, CA 95125"
5901,446-08-023,"1709 Mulberry Ln San Jose, CA 95125"
5902,446-08-027,"2132 Mulberry CL San Jose, CA 95125"
5903,446-08-028,"2125 Mulberry CL San Jose, CA 95125"
5904,446-08-030,"2135 Mulberry CL San Jose, CA 95125"
5905,446-08-031,"2139 Mulberry CL San Jose, CA 95125"
5906,446-08-035,"2142 Cedarwood Ln San Jose, CA 95125"
5907,446-08-037,"2138 Cedarwood Ln San Jose, CA 95125"
5908,446-08-038,"2136 Cedarwood Ln San Jose, CA 95125"
5909,446-08-039,"2134 Cedarwood Ln San Jose, CA 95125"
5910,446-08-040,"2132 Cedarwood Ln San Jose, CA 95125"
5911,446-08-043,"2141 Cedarwood Ln San Jose, CA 95125"
5912,446-08-045,"1737 Mulberry Ln San Jose, CA 95125"
5913,446-08-048,"2228 Gundersen Dr San Jose, CA 95125"
5914,446-08-049,"1736 Dorrance Dr San Jose, CA 95125"
5915,446-09-001,"2280 Gundersen Dr San Jose, CA 95125"
5916,446-09-002,"1742 Mulberry Ln San Jose, CA 95125"
5917,446-09-003,"1734 Mulberry Ln San Jose, CA 95125"
5918,446-09-005,"1726 Mulberry Ln San Jose, CA 95125"
5919,446-09-006,"1722 Mulberry Ln San Jose, CA 95125"
5920,446-09-007,"1718 Mulberry Ln San Jose, CA 95125"
5921,446-09-008,"1714 Mulberry Ln San Jose, CA 95125"
5922,446-09-009,"1710 Mulberry Ln San Jose, CA 95125"
5923,446-09-018,"1737 Laurelwood Dr San Jose, CA 95125"
5924,446-09-019,"1739 Laurelwood Dr San Jose, CA 95125"
5925,446-09-022,"1747 Laurelwood Dr San Jose, CA 95125"
5926,446-09-023,"1729 Curtner Av San Jose, CA 95125"
5927,446-09-025,"2346 Gundersen Dr San Jose, CA 95125"
5928,446-09-028,"1744 Laurelwood Dr San Jose, CA 95125"
5929,446-09-029,"1742 Laurelwood Dr San Jose, CA 95125"
5930,446-09-031,"1736 Laurelwood Dr San Jose, CA 95125"
5931,446-09-034,"1722 Laurelwood Dr San Jose, CA 95125"
5932,446-09-035,"1716 Laurelwood Dr San Jose, CA 95125"
5933,446-09-036,"1708 Laurelwood Dr San Jose, CA 95125"
5934,446-09-037,"1702 Laurelwood Dr San Jose, CA 95125"
5935,446-09-038,"1701 Sweetbriar Dr San Jose, CA 95125"
5936,446-09-043,"1731 Sweetbriar Dr San Jose, CA 95125"
5937,446-09-044,"1737 Sweetbriar Dr San Jose, CA 95125"
5938,446-09-045,"1741 Sweetbriar Dr San Jose, CA 95125"
5939,446-09-046,"1743 Sweetbriar Dr San Jose, CA 95125"
5940,446-09-049,"1727 Curtner Av San Jose, CA 95125"
5941,446-09-054,"1722 Sweetbriar Dr San Jose, CA 95125"
5942,446-09-055,"1714 Sweetbriar Dr San Jose, CA 95125"
5943,446-09-057,"1704 Sweetbriar Dr San Jose, CA 95125"
5944,446-09-060,"1685 Curtner Av San Jose, CA 95125"
5945,446-09-062,"1689 Curtner Av San Jose, CA 95125"
5946,446-09-065,"1695 Curtner Av San Jose, CA 95125"
5947,446-09-066,"1699 Curtner Av San Jose, CA 95125"
5948,446-09-067,"1705 Curtner Av San Jose, CA 95125"
5949,446-10-001,"2359 Briarwood Dr San Jose, CA 95125"
5950,446-10-007,"2415 Briarwood Dr San Jose, CA 95125"
5951,446-10-009,"2435 Briarwood Dr San Jose, CA 95125"
5952,446-10-010,"2443 Briarwood Dr San Jose, CA 95125"
5953,446-10-011,"2453 Briarwood Dr San Jose, CA 95125"
5954,446-10-012,"2463 Briarwood Dr San Jose, CA 95125"
5955,446-10-013,"2471 Briarwood Dr San Jose, CA 95125"
5956,446-10-014,"2473 Briarwood Dr San Jose, CA 95125"
5957,446-10-018,"2491 Briarwood Dr San Jose, CA 95125"
5958,446-10-019,"2503 Briarwood Dr San Jose, CA 95125"
5959,446-10-020,"2515 Briarwood Dr San Jose, CA 95125"
5960,446-10-021,"2527 Briarwood Dr San Jose, CA 95125"
5961,446-10-022,"2539 Briarwood Dr San Jose, CA 95125"
5962,446-10-024,"2563 Briarwood Dr San Jose, CA 95125"
5963,446-10-033,"2526 LA Mirada Dr San Jose, CA 95125"
5964,446-10-034,"2518 LA Mirada Dr San Jose, CA 95125"
5965,446-10-037,"2494 LA Mirada Dr San Jose, CA 95125"
5966,446-10-039,"2478 LA Mirada Dr San Jose, CA 95125"
5967,446-10-040,"2470 LA Mirada Dr San Jose, CA 95125"
5968,446-10-042,"2448 LA Mirada Dr San Jose, CA 95125"
5969,446-10-044,"2426 LA Mirada Dr San Jose, CA 95125"
5970,446-10-045,"2416 LA Mirada Dr San Jose, CA 95125"
5971,446-10-047,"2394 LA Mirada Dr San Jose, CA 95125"
5972,446-10-048,"2386 LA Mirada Dr San Jose, CA 95125"
5973,446-10-049,"2378 LA Mirada Dr San Jose, CA 95125"
5974,446-10-051,"2362 LA Mirada Dr San Jose, CA 95125"
5975,446-10-052,"2354 LA Mirada Dr San Jose, CA 95125"
5976,446-11-003,"2556 Malaga Dr San Jose, CA 95125"
5977,446-11-005,"2536 Malaga Dr San Jose, CA 95125"
5978,446-11-006,"2524 Malaga Dr San Jose, CA 95125"
5979,446-11-008,"2504 Malaga Dr San Jose, CA 95125"
5980,446-11-010,"2488 Malaga Dr San Jose, CA 95125"
5981,446-11-014,"2458 Malaga Dr San Jose, CA 95125"
5982,446-11-018,"1681 Catalonia WY San Jose, CA 95125"
5983,446-11-019,"1683 Catalonia WY San Jose, CA 95125"
5984,446-11-025,"1686 Morocco Dr San Jose, CA 95125"
5985,446-11-026,"1682 Morocco Dr San Jose, CA 95125"
5986,446-11-029,"2421 LA Mirada Dr San Jose, CA 95125"
5987,446-11-031,"2445 LA Mirada Dr San Jose, CA 95125"
5988,446-11-032,"2457 LA Mirada Dr San Jose, CA 95125"
5989,446-11-033,"2469 LA Mirada Dr San Jose, CA 95125"
5990,446-11-034,"2477 LA Mirada Dr San Jose, CA 95125"
5991,446-11-035,"2485 LA Mirada Dr San Jose, CA 95125"
5992,446-11-036,"2493 LA Mirada Dr San Jose, CA 95125"
5993,446-11-038,"2509 LA Mirada Dr San Jose, CA 95125"
5994,446-11-039,"2517 LA Mirada Dr San Jose, CA 95125"
5995,446-11-048,"2558 Aragon WY San Jose, CA 95125"
5996,446-11-049,"2550 Aragon WY San Jose, CA 95125"
5997,446-11-050,"2540 Aragon WY San Jose, CA 95125"
5998,446-11-051,"2528 Aragon WY San Jose, CA 95125"
5999,446-11-053,"2506 Aragon WY San Jose, CA 95125"
6000,446-11-056,"2480 Aragon WY San Jose, CA 95125"
6001,446-11-058,"2459 Malaga Dr San Jose, CA 95125"
6002,446-11-061,"2485 Malaga Dr San Jose, CA 95125"
6003,446-11-062,"2495 Malaga Dr San Jose, CA 95125"
6004,446-11-065,"2521 Malaga Dr San Jose, CA 95125"
6005,446-11-066,"2533 Malaga Dr San Jose, CA 95125"
6006,446-11-067,"2541 Malaga Dr San Jose, CA 95125"
6007,446-11-068,"2553 Malaga Dr San Jose, CA 95125"
6008,446-11-070,"2573 Malaga Dr San Jose, CA 95125"
6009,446-12-002,"2646 Malaga Dr San Jose, CA 95125"
6010,446-12-003,"2642 Malaga Dr San Jose, CA 95125"
6011,446-12-004,"2638 Malaga Dr San Jose, CA 95125"
6012,446-12-006,"2624 Malaga Dr San Jose, CA 95125"
6013,446-12-009,"2604 Malaga Dr San Jose, CA 95125"
6014,446-12-011,"2594 Malaga Dr San Jose, CA 95125"
6015,446-12-016,"2579 LA Mirada Dr San Jose, CA 95125"
6016,446-12-017,"2587 LA Mirada Dr San Jose, CA 95125"
6017,446-12-018,"2591 LA Mirada Dr San Jose, CA 95125"
6018,446-12-019,"2595 LA Mirada Dr San Jose, CA 95125"
6019,446-12-021,"2605 LA Mirada Dr San Jose, CA 95125"
6020,446-12-023,"2613 LA Mirada Dr San Jose, CA 95125"
6021,446-12-027,"2639 LA Mirada Dr San Jose, CA 95125"
6022,446-12-028,"2648 LA Mirada Dr San Jose, CA 95125"
6023,446-12-029,"2640 LA Mirada Dr San Jose, CA 95125"
6024,446-12-030,"2634 LA Mirada Dr San Jose, CA 95125"
6025,446-12-031,"2628 LA Mirada Dr San Jose, CA 95125"
6026,446-12-033,"2614 LA Mirada Dr San Jose, CA 95125"
6027,446-12-036,"2611 Media WY San Jose, CA 95125"
6028,446-12-039,"2637 Media WY San Jose, CA 95125"
6029,446-12-042,"2649 Media WY San Jose, CA 95125"
6030,446-12-045,"2642 Media WY San Jose, CA 95125"
6031,446-12-051,"2614 Media WY San Jose, CA 95125"
6032,446-12-053,"2606 Media WY San Jose, CA 95125"
6033,446-12-054,"2602 Media WY San Jose, CA 95125"
6034,446-12-057,"1666 Andalusia WY San Jose, CA 95125"
6035,446-12-058,"1664 Andalusia WY San Jose, CA 95125"
